County Name	Local Authority Desc	Roll No.	Official School Name	Address Line 1	Address Line 2	Address Line 3	Address Line 4	Phone Number	Email Address	Ethos/Religion Desc	Island Ind (Y/N)	Irish Classification Description	DEIS (Y/N)	Total Boys	Total Girls	Total Pupils
Cork	Cork County Council	08972I	CASTLEALACK N S	CHAISLEAN NA LEACHT	BANDON	CO CORK		238843786	castlelackns@eircom.net	CATHOLIC	N	No Irish	N	41	36	77
Cork	Cork County Council	09161W	OUR LADY OF MERCY N S	BANTRY	CO CORK			2751217	olomns.ias@eircom.net	CATHOLIC	N	No Irish	N	78	164	242
Cork	Cork County Council	09537S	BALLINADEE N S	BANDON	CO CORK			214778554	ballinadeens@gmail.com	CATHOLIC	N	No Irish	N	75	61	136
Cork	Cork County Council	09815U	TULLASLEASE MIXED N S	RATHLUIRC	CO CORK			6383205	tullylease_ns@eircom.net	CATHOLIC	N	No Irish	Y	8	15	23
Cork	Cork County Council	09872J	CLOGHOOLA MIXED N S	MILLSTREET	CO CORK			2970432	cloghoulans@gmail.com	CATHOLIC	N	No Irish	N	13	2	15
Cork	Cork County Council	10047I	MACROOM CONVENT N S	MACROOM	CO CORK			2641847	stjosephsmacroom@gmail.com	CATHOLIC	N	No Irish	N	96	214	310
Cork	Cork County Council	10243I	S N ACHADH EOCHAILLE	ENNISKEAN	CO CORK			238839477	ahiohill@gmail.com	CATHOLIC	N	No Irish	N	28	31	59
Cork	Cork County Council	10499U	KILGARIFFE N S	CLONAKILTY	CO CORK			238834965	kilgarriffens.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	N	23	20	43
Cork	Cork County Council	10523O	FERMOY ADAIR N S	FERMOY	CO CORK			2533765	adairns@eircom.net	CHURCH OF IRELAND	N	No Irish	N	15	27	42
Cork	Cork County Council	10548H	ST BRENDANS NATIONAL SCHOOL	BANTRY	CO CORK			2751126	sbns@eircom.net	CHURCH OF IRELAND	N	No Irish	N	11	13	24
Cork	Cork County Council	10724B	SOUTH ABBEY NS	YOUGHAL	CO CORK			2491060	southabbey.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	N	43	57	100
Cork	Cork County Council	10739O	BALLINCARRIGA MXD N S	BALLINACARRIGA MXD	DUNMANWAY	CO CORK		238845944	info@ballinacarriga-ns.ie	CATHOLIC	N	No Irish	N	25	47	72
Cork	Cork County Council	10771K	COBH N S	BELLEVUE	COBH	CO CORK		214811755	cobhmixednationalschool@gmail.com	CHURCH OF IRELAND	N	No Irish	N	15	12	27
Cork	Cork County Council	11236Q	NEWMARKET B N S	NEWMARKET	CO CORK			2960956	office@newmarketbns.ie	CATHOLIC	N	No Irish	N	98	0	98
Cork	Cork County Council	11245R	SN CILL MHIC ABHAIDH	LEAP	CO CORK			2833574	leapns.ias@eircom.net	CATHOLIC	N	No Irish	N	18	16	34
Cork	Cork County Council	11249C	BURNFORT N S	MALLOW	CO CORK			2229438	burnfortns@eircom.net	CATHOLIC	N	No Irish	N	78	44	122
Cork	Cork County Council	11262R	DRUIMNE N S	RATHLUIRC	CO CORK			6370268	dromina.ias@eircom.net	CATHOLIC	N	No Irish	Y	35	30	65
Cork	Cork County Council	11337W	KILMAGNER N S	FERMOY	CO CORK			2536802	kilmagnerns.ias@eircom.net	CATHOLIC	N	No Irish	N	34	30	64
Cork	Cork County Council	11496T	Shandrum National School	Newtownshandrum	Charleville			6370236	shandrumsec@gmail.com	CATHOLIC	N	No Irish	N	80	62	142
Cork	Cork County Council	11931L	S N IOSEPH	DRINAGH	DUNMANWAY	CO CORK		2830328	derrycloughns@gmail.com	CATHOLIC	N	No Irish	N	15	7	22
Cork	Cork County Council	11992I	WHITEGATE MIXED N S	MIDLETON	CO CORK			214661622	whitegatens@eircom.net	CATHOLIC	N	No Irish	N	46	49	95
Cork	Cork County Council	12012W	ST LUKES N S DOUGLAS	CORK	CO CORK			214361388	lukedouglas@eircom.net	CHURCH OF IRELAND	N	No Irish	N	113	96	209
Cork	Cork County Council	12015F	LISCARROL N S	MALLOW	CO CORK			2248491	office@liscarrollns.org	CATHOLIC	N	No Irish	N	82	67	149
Cork	Cork County Council	12041G	ST JOHN THE BAPTIST N S	MIDLETON	CO CORK			214632587	sjbns@eircom.net	CHURCH OF IRELAND	N	No Irish	N	121	98	219
Cork	Cork County Council	12147W	S N AN AIRD	CLONAKILTY	CO CORK			238840860	scoilanaird@gmail.com	CATHOLIC	N	No Irish	N	38	26	64
Cork	Cork County Council	12169J	TEMPLEBRADY N S	CROSSHAVEN	CO CORK			214831329	fdver@eircom.net	CHURCH OF IRELAND	N	No Irish	N	26	32	58
Cork	Cork County Council	12259K	S N OIR CHEANN	EYERIES	BANTRY	CO CORK		2774418	principal@urhanns.ie	CATHOLIC	N	No Irish	N	11	10	21
Cork	Cork County Council	12263B	GOGGINSHILL N S	BALLINHASSIG	CO CORK			214885241	gogginshillschool@gmail.com	CATHOLIC	N	No Irish	N	99	101	200
Cork	Cork County Council	12281D	WALTERSTOWN N S	COBH	CO CORK			214812625	principal@walterstownns.ie	CATHOLIC	N	No Irish	N	78	95	173
Cork	Cork County Council	12292I	CANOVEE MIXED N S	CARRIGADROHID	Macroom	Co Cork		2648142	canoveeschool.ias@eircom.net	CATHOLIC	N	No Irish	N	71	82	153
Cork	Cork County Council	12382J	CURRIGLASS NS	CURRIGLASS	MALLOW	CO CORK		5856707	curraglassns@gmail.com	CATHOLIC	N	No Irish	N	25	25	50
Cork	Cork County Council	12383L	UNION HALL MIXED N S	CORK	CO CORK			2833717	bwetns@gmail.com	CATHOLIC	N	No Irish	N	39	37	76
Cork	Cork County Council	12395S	RUSHEEN NS	COACHFORD	CO CORK			2642733	rusheenns@eircom.net	CATHOLIC	N	No Irish	N	47	44	91
Cork	Cork County Council	12446J	S N GLEANN NA HULADH	MITCHELSTOWN	CO CORK			2225476	glenahullans.ias@eircom.net	CATHOLIC	N	No Irish	N	46	35	81
Cork	Cork County Council	12447L	BALTYDANIEL N S	MALLOW	CO CORK			2242646	baltydanielns@gmail.com	CATHOLIC	N	No Irish	N	88	97	185
Cork	Cork County Council	12456M	TIMOLEAGUE N S	BANDON	CO CORK			238846550	timoleaguens@eircom.net	CATHOLIC	N	No Irish	N	62	93	155
Cork	Cork County Council	12505W	KILBARRY N S	MACROOM	CO CORK			2649203	kilbarryns@gmail.com	CATHOLIC	N	No Irish	N	19	28	47
Cork	Cork County Council	12598J	ARDAGH BOYS N S	ROSCARBERY	CO CORK			238848777	ardaghbns@eircom.net	CATHOLIC	N	No Irish	N	61	0	61
Cork	Cork County Council	12676D	CLOGHEEN MXD N S	CARRIGROHANE	CO CORK			214873241	kerrypike@eircom.net	CATHOLIC	N	No Irish	N	89	92	181
Cork	Cork County Council	12685E	RUSHNACAHARA N S	DURRNS	BANTRY	CO CORK		2767286	rusnacaharans@gmail.com	CATHOLIC	N	No Irish	N	11	13	24
Cork	Cork County Council	12967O	INCHIGEELA N S	INCHIGEELA	CO CORK			2649197	inchnatsc.ias@eircom.net	CATHOLIC	N	No Irish	N	19	24	43
Cork	Cork County Council	13031I	ST JOSEPHS CONVENT N S	RATHLUIRC	CO CORK			6389467	stjosephscs@eircom.net	CATHOLIC	N	No Irish	Y	115	98	213
Cork	Cork County Council	13095L	S N AN DROMA MHOIR	AGHAVILLE	BANTRY	CO CORK		2831541	Dromorens@gmail.com	CATHOLIC	N	No Irish	N	32	30	62
Cork	Cork County Council	13125R	SCOIL DHAIRBHRE	CLONAKILTY	CO CORK			238834160	scoildhairbhre@eircom.net	CATHOLIC	N	No Irish	N	40	34	74
Cork	Cork County Council	13234W	CLOUGHDUV N S	CLOUGHDUV	CROOKSTOWN	CO. CORK.		217336548	cloughduvns@eircom.net	CATHOLIC	N	No Irish	N	59	61	120
Cork	Cork County Council	13286S	TIRELTON N S MXD	MACROOM	CO CORK			2646362	tarelton.ias@eircom.net	CATHOLIC	N	No Irish	N	40	40	80
Cork	Cork County Council	13375R	SCOIL BHRIDE	CROS MHATHUNA	BANDON	CO CORK		238844266	crosmns@eircom.net	CATHOLIC	N	No Irish	N	108	114	222
Cork	Cork County Council	13402R	KNOCKRAHA N S	KNOCKRAHA	CORK	CO CORK		214866727	knockrahans@gmail.com	CATHOLIC	N	No Irish	N	71	65	136
Cork	Cork County Council	13450F	Bunscoil Rinn an Chabhlaigh	COBH	CO CORK			214811019	po@bsrac.ie	CATHOLIC	N	No Irish	N	367	364	731
Cork	Cork County Council	13483U	S N ATH NA LIONTA	MALLOW	CO CORK			2229277	analeentha.ias@eircom.net	CATHOLIC	N	No Irish	N	50	42	92
Cork	Cork County Council	13512B	SCOIL MHUIRE LOURDES	CARRIGALINE	CO CORK			214371875	office@scoilmhuirelourdes.ie	CATHOLIC	N	No Irish	N	437	0	437
Cork	Cork County Council	13543M	DERRINACAHARA N S	DUNMANWAY	CO CORK			238855337	derrinacaharans@gmail.com	CATHOLIC	N	No Irish	Y	41	33	74
Cork	Cork County Council	13647B	CASTLEMARTYR N S	CASTLEMARTYR	CO CORK			214667689	castlemartyrns@eircom.net	CATHOLIC	N	No Irish	N	97	128	225
Cork	Cork County Council	13661S	DUNMANWAY CONVENT N S	DUNMANWAY	CO CORK			238845108	smgssd@iol.ie	CATHOLIC	N	No Irish	N	5	105	110
Cork	Cork County Council	13662U	DUNMANWAY CONVENT INF	DUNMANWAY	CORK			238856820	scoilnaionain.ias@eircom.net	CATHOLIC	N	No Irish	N	53	54	107
Cork	Cork County Council	13663W	LOWER GLANMIRE N S	GLANMIRE	CO CORK			214866293	sgmi@eircom.net	CATHOLIC	N	No Irish	N	73	68	141
Cork	Cork County Council	13728B	CASTLETOWNSEND MXD N S	SKIBBEREEN	CO CORK			2836392	castlehavenns.ias@eircom.net	CATHOLIC	N	No Irish	N	57	64	121
Cork	Cork County Council	13747F	RIVERSTOWN N S	GLANMIRE	CO CORK			214866233	office@riverstownns.ie	CATHOLIC	N	No Irish	N	367	361	728
Cork	Cork County Council	13779S	S N DHROM ATHAIN	MALLOW	CO CORK			2243573	dromahanens@gmail.com	CATHOLIC	N	No Irish	N	125	113	238
Cork	Cork County Council	13828F	DOUGLAS B N S	DOUGLAS	CORK			214364938	scoilcholmcille@eircom.net	CATHOLIC	N	No Irish	N	447	1	448
Cork	Cork County Council	13889C	SHANBALLY N S	RINN SCIDE	CO CORK			214378178	office@shanballyns.ie	CATHOLIC	N	No Irish	N	128	111	239
Cork	Cork County Council	13910N	S N BUN AN TSABHAIRNE	CROSSHAVEN	CO CORK			214831646	secretary@scoilbhridecrosshaven.ie	CATHOLIC	N	No Irish	N	0	191	191
Cork	Cork County Council	13976U	ST MATTHIAS N S	CHURCH ROAD	BALLYDEHOB	CO CORK		2837500	stmatthiasns.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	Y	15	14	29
Cork	Cork County Council	14002G	KNOCKACLARIG MXD N S	BROSNA	TRALEE	CO KERRY		6844555	knockaclarig.ias@eircom.net	CATHOLIC	N	No Irish	N	12	17	29
Cork	Cork County Council	14014N	S N BAILE DEASMUMHAN	MALLOW	CO CORK			647751351	ballydesmondns@gmail.com	CATHOLIC	N	No Irish	N	47	47	94
Cork	Cork County Council	14022M	COACHFORD N S	COACHFORD	CO CORK			217334542	smod@eircom.net	CATHOLIC	N	No Irish	N	55	50	105
Cork	Cork County Council	14052V	KANTURK B N S	KANTURK	CO CORK			2950768	colmanbns.ias@eircom.net	CATHOLIC	N	No Irish	N	107	0	107
Cork	Cork County Council	14065H	SHERKIN ISLAND N S	BALTIMORE	CO CORK			2820435	sherkinns.ias@eircom.net	CATHOLIC	Y	No Irish	Y	2	2	4
Cork	Cork County Council	14107U	CASTLETOWNROCHE N S	CASTLETOWNROCHE	CO CORK			2226024	castletownrochens@eircom.net	CATHOLIC	N	No Irish	N	36	34	70
Cork	Cork County Council	14116V	KILBRITTAIN MIXED N S	KILBRITTAIN	CO CORK			238849890	kilbrittainns.ias@eircom.net	CATHOLIC	N	No Irish	N	94	92	186
Cork	Cork County Council	14225D	SCOIL BHRIDE	BALLYDEHOB	CO CORK			2837161	ballydehobnsrc.ias@eircom.net	CATHOLIC	N	No Irish	N	63	55	118
Cork	Cork County Council	14227H	KILCOE NS	SKIBBEREEN	CO CORK			2838233	kilcoens@gmail.com	CATHOLIC	N	No Irish	Y	27	26	53
Cork	Cork County Council	14303U	S N CLEIRE	OILEAN CHLEIRE	AN SCIOBAIRIN	CO CHORCAI		2839171	snchleire.ias@eircom.net	CATHOLIC	Y	All Irish	Y	8	7	15
Cork	Cork County Council	14430E	DERRYCREHA N S	BANTRY	CO CORK			2763143	derrycrehans@gmail.com	CATHOLIC	N	No Irish	N	18	23	41
Cork	Cork County Council	14433K	ABBEYSTREWRY N S	SKIBBEREEN	CO CORK			2821261	abbeystrewryns.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	N	53	55	108
Cork	Cork County Council	14726C	KINSALE N S	KINSALE	CO CORK			214774106	multosens.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	N	55	49	104
Cork	Cork County Council	14784Q	DUNMANWAY B N S	DUNMANWAY	CO CORK			238845458	sphnd@hotmail.com	CATHOLIC	N	No Irish	N	66	0	66
Cork	Cork County Council	14813U	ROSCARBERY CON N S	ROSCARBERY	CO CORK			238848023	rosscarberyns.ias@eircom.net	CATHOLIC	N	No Irish	N	31	79	110
Cork	Cork County Council	14816D	SCOIL LACHTAIN NAOFA	CILL NA MARTRA	CO CHORCAI			2640000	scoil.cillnamartra@gmail.com	CATHOLIC	N	All Irish	N	51	53	104
Cork	Cork County Council	14839P	CLONDROHID N S	CLONDROHID	CO CORK			2642580	clondrohid@gmail.com	CATHOLIC	N	No Irish	N	119	103	222
Cork	Cork County Council	14993C	S N RAE NA NDOIRI	RAE NA NDOIRI	MAIGH CHROMTHA	CO CHORCAI		2645441	snreidhnandoiri@hotmail.com	CATHOLIC	N	All Irish	N	11	9	20
Cork	Cork County Council	15135H	BANTRY BOYS N S	BANTRY	CO CORK			2750477	sfbns.ias@eircom.net	CATHOLIC	N	No Irish	N	122	0	122
Cork	Cork County Council	15140A	BALLINGREE MXD N S	MACROOM	CO CORK			2642466	nsballinagree@eircom.net	CATHOLIC	N	No Irish	N	22	13	35
Cork	Cork County Council	15165Q	BALLINTOTAS N S	CASTLEMARTYR	CO CORK			214667513	ballintotasns@gmail.com	CATHOLIC	N	No Irish	N	73	70	143
Cork	Cork County Council	15346U	S N BAILE AN MHUIRNE	CARRIG AN ADHMAID	MAIGH CHROMTHA	CO CHORCAI		2645407	scoilaban@gmail.com	CATHOLIC	N	All Irish	N	68	70	138
Cork	Cork County Council	15380U	DROMAGH MIXED N S	DROMAGH	MALLOW	CO. CORK		2956067	dromagh.ias@eircom.net	CATHOLIC	N	No Irish	N	15	17	32
Cork	Cork County Council	15410D	KILCROHANE N S	DURRUS	BANTRY	CO CORK		2767285	kilcrohanens@gmail.com	CATHOLIC	N	No Irish	N	18	10	28
Cork	Cork County Council	15484J	GLOUNTHAUNE MIXED N.S.	GLOUNTHAUNE	CO.CORK			214353645	info1@sncn.ie	CATHOLIC	N	No Irish	N	241	195	436
Cork	Cork County Council	15516T	CLONPRIEST N S	YOUGHAL	CO CORK			2493722	clonpriestns.ias@eircom.net	CATHOLIC	N	No Irish	N	84	63	147
Cork	Cork County Council	15550T	BALLYHEEDA N S	BALLINHASSIG	CO CORK			214885066	ballyheadans.ias@eircom.net	CATHOLIC	N	No Irish	N	102	67	169
Cork	Cork County Council	15563F	LISHEEN MIXED N S	SKIBBEREEN	CO CORK			2838481	lisheenns.ias@eircom.net	CATHOLIC	N	No Irish	N	37	32	69
Cork	Cork County Council	15594Q	GRANGE FERMOY N S	FERMOY	CO CORK			2532799	gnschool@eircom.net	CATHOLIC	N	No Irish	N	69	74	143
Cork	Cork County Council	15597W	MACROOM B N S	MACROOM	CO CORK			2642705	mcrmbns@iol.ie	CATHOLIC	N	No Irish	N	155	5	160
Cork	Cork County Council	15646J	COOMHOLA N S	BANTRY	CO CORK			2751173	coomholans@yahoo.ie	CATHOLIC	N	No Irish	N	45	56	101
Cork	Cork County Council	15701O	BARTLEMY N S	RATHCORMAC	FERMOY	CO CORK		2536121	bobrienns@gmail.com	CATHOLIC	N	No Irish	N	62	45	107
Cork	Cork County Council	15718I	S N SEOSAMH COBH	COBH	CO CORK			214812424	scoiliosaef.ias@eircom.net	CATHOLIC	N	No Irish	N	340	0	340
Cork	Cork County Council	15792U	UPPER GLANMIRE N S	SCOIL NAOMH MICHEAL	UPPER GLANMIRE	WHITES CROSS	CO CORK	214308885	principal@upperglanmirens.ie	CATHOLIC	N	No Irish	N	154	116	270
Cork	Cork County Council	15903D	KILLAVULLEN N S	MALLOW	CO CORK			2226368	killavullenns@gmail.com	CATHOLIC	N	No Irish	N	76	58	134
Cork	Cork County Council	16087E	KEALKIL N S	BANTRY	CO CORK			2766298	kealkilns@eircom.net	CATHOLIC	N	No Irish	N	42	52	94
Cork	Cork County Council	16109L	SCOIL REALT NA MARA	BALLYCOTTON	MIDLETON	CO CORK		214646068	scoilrealtnamara@gmail.com	CATHOLIC	N	No Irish	N	57	38	95
Cork	Cork County Council	16128P	Bunscoil na Toirbhirte	MITCHELSTOWN	CO CORK			2524264	officebunscoil@gmail.com	CATHOLIC	N	No Irish	N	64	290	354
Cork	Cork County Council	16159D	Convent National School	MALLOW	CO CORK			2242211	conventpsmallow@eircom.net	CATHOLIC	N	No Irish	N	17	299	316
Cork	Cork County Council	16246V	DRUMCLUGH N S	BANTRY	CO CORK			2750868	drumclughns.ias@eircom.net	CATHOLIC	N	No Irish	N	23	24	47
Cork	Cork County Council	16259H	KILCOLMAN N S	ENNISKEAN	CO CORK			238839460	kilcolmanns@gmail.com	CATHOLIC	N	No Irish	N	20	24	44
Cork	Cork County Council	16271U	WATERGRASSHILL N S	WATERGRASSHILL	CO CORK			214889163	office@watergrasshill.ie	CATHOLIC	N	Part Irish	N	152	138	290
Cork	Cork County Council	16286K	CARRIGBOY N S	DURRUS	BANTRY	CO CORK		2761399	carrigboyns.ias@eircom.net	CATHOLIC	N	No Irish	N	48	33	81
Cork	Cork County Council	16335U	RYLANE N S	CORK	CO CORK			217339143	scrylane@eircom.net	CATHOLIC	N	No Irish	N	41	32	73
Cork	Cork County Council	16377N	St Marys National School	Orilia Terrace,	Cobh	Co. Cork		214812038	stmaryscobh@eircom.net	CATHOLIC	N	No Irish	N	0	331	331
Cork	Cork County Council	16396R	BOHERBUE N S	BOHERBUE	CO CORK			2976141	boherbuens@eircom.net	CATHOLIC	N	No Irish	N	57	72	129
Cork	Cork County Council	16648S	ATH TREASNA G N S	ATH TREASNA	CO CORK			2960723	gnsnewmarket@eircom.net	CATHOLIC	N	No Irish	N	0	107	107
Cork	Cork County Council	16681Q	SCOIL NA MBRAITHRE	RATHLUIRC	CO CORK			6389544	charlevillecbs@eircom.net	CATHOLIC	N	No Irish	N	152	0	152
Cork	Cork County Council	16683U	BISHOP MURPHY MEMORIAL SCHOOL	FERMOY	CO. CORK.			2531116	bishopmurphyschool@eircom.net	CATHOLIC	N	No Irish	N	102	0	102
Cork	Cork County Council	16684W	SCOIL NA MBRAITHRE	MIDLETON	CO CORK			214631419	principal@midletoncbsprimary.ie	CATHOLIC	N	No Irish	N	313	0	313
Cork	Cork County Council	16746S	BALLYGARVAN N S	BALLYGARVAN	CO CORK			214888390	ballygarvanns@eircom.net	CATHOLIC	N	No Irish	N	207	160	367
Cork	Cork County Council	16863W	DESERTSERGES N S	ENNISKEAN	CO CORK			238847093	desertsergesns@eircom.net	CHURCH OF IRELAND	N	No Irish	N	12	8	20
Cork	Cork County Council	16876I	S N CAIPIN	INISCEIN	CO CHORCAI			238847089	sncaipin@eircom.net	CATHOLIC	N	No Irish	N	46	44	90
Cork	Cork County Council	16885J	ADRIGOLE N S	ADRIGOLE	BANTRY	CO CORK		2760118	fiachnanaofa.ias@eircom.net	CATHOLIC	N	No Irish	N	10	12	22
Cork	Cork County Council	16900C	S N PADRAIG NAOFA B	SKIBBEREEN	CO CORK			2821948	skibns.ias@eircom.net	CATHOLIC	N	No Irish	N	117	0	117
Cork	Cork County Council	16901E	S N PADRAIG NAOFA N B	SKIBBEREEN	CO CORK			2821948	skibns.ias@eircom.net	CATHOLIC	N	No Irish	N	88	0	88
Cork	Cork County Council	16940O	DUNDAR MHUIGHE N S	KINSALE	CO CORK			214774041	info@dunderrow.ie	CATHOLIC	N	No Irish	N	133	115	248
Cork	Cork County Council	16945B	LISGRIFFIN N S	BUTTEVANT	CO CORK			2223855	lisgriffinns@eircom.net	CATHOLIC	N	No Irish	N	16	16	32
Cork	Cork County Council	16955E	S N NA MONA FLICHE	MACROOM	CO CORK			2644077	muinefliuchns.ias@eircom.net	CATHOLIC	N	No Irish	N	35	26	61
Cork	Cork County Council	17011W	MOCOMHOG N S	CAPPABOY	KEALKIL	BANTRY	CO CORK	2766256	cappabue.ias@eircom.net	CATHOLIC	N	No Irish	Y	17	12	29
Cork	Cork County Council	17050J	S N NAOMH SHEAMUIS	DURRUS	CO CORK			2761330	stjamesdurrus.ias@eircom.net	CHURCH OF IRELAND	N	No Irish	N	13	13	26
Cork	Cork County Council	17079K	S N CARRAIG AN IME	MACROOM	CO CORK			2644107	carriganima.ias@eircom.net	CATHOLIC	N	No Irish	N	15	7	22
Cork	Cork County Council	17087J	S N AN CHLOCHAIR	KANTURK	CO CORK			2950021	kanturkgns@eircom.net	CATHOLIC	N	No Irish	N	35	142	177
Cork	Cork County Council	17103E	ST MARYS CONVENT G	CARRIGTWOHILL	CO CORK			214883293	scoilchm.ias@eircom.net	CATHOLIC	N	No Irish	N	0	460	460
Cork	Cork County Council	17112F	BALLYHEA N S	BALLYHEA	RATHLUIRC	CO CORK		6381086	ballyhea.ias@eircom.net	CATHOLIC	N	No Irish	Y	82	71	153
Cork	Cork County Council	17152R	S N CNOC SCEACH	CLANNA CAOILTE	CO CHORCAI			238838070	cnocsceachns@gmail.com	CATHOLIC	N	No Irish	N	58	67	125
Cork	Cork County Council	17156C	SCOIL NAOMH AINE	CHARLEVILLE	CO CORK			6389451	carmelrainsford@eircom.net	CATHOLIC	N	No Irish	N	0	145	145
Cork	Cork County Council	17168J	S N INIS EOGHANAIN	INIS EOGHANAN	CO CHORCAI			214775457	inisheoin@gmail.com	CATHOLIC	N	No Irish	N	154	125	279
Cork	Cork County Council	17171V	S N CUILINN UI CAOIMH	MALA	CO CHORCAI			2979201	cullennats.ias@eircom.net	CATHOLIC	N	No Irish	N	35	31	66
Cork	Cork County Council	17245B	DRIPSEY N S	DRIPSEY	CO CORK			217334415	dripseyns@gmail.com	CATHOLIC	N	No Irish	N	57	54	111
Cork	Cork County Council	17251T	OVENS N S	OVENS	CO CORK			214872531	ovensns.ias@eircom.net	CATHOLIC	N	No Irish	N	184	201	385
Cork	Cork County Council	17281F	TOGHER N S	DUNMANWAY	CO CORK			238855322	togher@iol.ie	CATHOLIC	N	No Irish	Y	26	18	44
Cork	Cork County Council	17297U	S N FEARGHAIL NAOFA	KILLEAGH	CO CORK			2495250	sinead.morrison@stfergals.ie	CATHOLIC	N	No Irish	N	109	102	211
Cork	Cork County Council	17300G	LIOS MAIGHIR	NEWMARKET	CO CORK			2960531	lismireschool.ias@eircom.net	CATHOLIC	N	No Irish	N	30	26	56
Cork	Cork County Council	17323S	MONKSTOWN N S	MONKSTOWN	CO CORK			214842159	info@scoilbarranaofa.ie	CATHOLIC	N	No Irish	N	116	111	227
Cork	Cork County Council	17324U	SCOIL NAOMH BREANDAN	CNOC AN CHUILINN	AN RATH MHOR	CO CHIARRAI		647758269	hollymountns@eircom.net	CATHOLIC	N	No Irish	N	11	11	22
Cork	Cork County Council	17338I	S N CILL BONAIN	ATHARLACH	CO CHORCAI			217331730	kilbonanens.ias@eircom.net	CATHOLIC	N	No Irish	N	43	43	86
Cork	Cork County Council	17360B	S N MHUIRE	RATH PEACAIN	BLACKPOOL	CO CORK		214394265	rathmuire.ias@eircom.net	CATHOLIC	N	No Irish	N	167	184	351
Cork	Cork County Council	17362F	S N BREANDAN NAOFA	RATHCOOL	MALLOW	CO CORK		2958410	stbrendansrathcoole@gmail.com	CATHOLIC	N	No Irish	N	39	46	85
Cork	Cork County Council	17363H	SN CROS TSEAIN	BUN AN TABHAIRNE	CORCAIGH			214831681	xhavenbns@eircom.net	CATHOLIC	N	No Irish	N	199	0	199
Cork	Cork County Council	17505B	S N CILL RUADHAIN	GLANMIRE	CO CORK			214866044	eoghan@brooklodgens.net	CATHOLIC	N	No Irish	N	215	184	399
Cork	Cork County Council	17515E	S N ACHADH BOLG	ACHADH AN CHRIOSTE	CO CORCAIGH			217334727	aghabulloguens.ias@eircom.net	CATHOLIC	N	No Irish	N	48	36	84
Cork	Cork County Council	17527L	SCOIL BHRUGH THUINNE	CHURCHTOWN	MALLOW	CO CORK		2223656	churchtownns@gmail.com	CATHOLIC	N	No Irish	N	51	48	99
Cork	Cork County Council	17528N	S N NAOMH CAITRIONA	CONNAITHE CONNA	CO CORK			5859440	connans@eircom.net	CATHOLIC	N	No Irish	N	69	68	137
Cork	Cork County Council	17533G	S N RATHAIN	MALLOW	CO CORK			2222901	rahanns1@eircom.net	CATHOLIC	N	No Irish	N	30	27	57
Cork	Cork County Council	17579H	S N ATH FHADA	ROSTIALLAIN	CO CORK			214661549	athfhada@eircom.net	CATHOLIC	N	No Irish	N	160	153	313
Cork	Cork County Council	17600S	S N NA SCAIRTE LEITHE	SALEEN CLOYNE	MIDLETON	CO CORK		214652094	saleenns@eircom.net	CATHOLIC	N	No Irish	N	225	171	396
Cork	Cork County Council	17602W	S N NAOMH LACHTIN	DOMHNACH MOR	CO CHORCAI			217337248	stlaichtin.ias@eircom.net	CATHOLIC	N	No Irish	N	93	67	160
Cork	Cork County Council	17609N	RATHCORMAC N S	RATHCORMAC	CO CORK			2536616	principal@sbrathcormac.ie	CATHOLIC	N	No Irish	N	175	164	339
Cork	Cork County Council	17639W	SCOIL NA MBRAITHRE	MITCHELSTOWN	CO CORK			2524505	cbsmitchprimoffice@gmail.com	CATHOLIC	N	No Irish	Y	211	0	211
Cork	Cork County Council	17667E	S N PADRAIG NAOFA	WHITECHURCH	CO CORK			214884326	principal@whitechurchns.ie	CATHOLIC	N	No Irish	N	161	162	323
Cork	Cork County Council	17706L	S N AN MHAOILINN	NEWMARKET	CO CORK			2968103	meelinschool@gmail.com	CATHOLIC	N	No Irish	N	29	27	56
Cork	Cork County Council	17715M	S N RATH A BHARRAIGH	CLONAKILTY	CO CORK			238840651	rathbarryns.ias@eircom.net	CATHOLIC	N	No Irish	N	37	14	51
Cork	Cork County Council	17754W	S N NAOMH EOIN B	BALLINCOLLIG	CO CORK			214871321	reception@scoileoin.com	CATHOLIC	N	No Irish	N	396	0	396
Cork	Cork County Council	17755B	SCOIL NAOMH MHUIRE C	BALLINCOLLIG	CO CORK			214870809	scoilmhuireballincollig@gmail.com	CATHOLIC	N	No Irish	N	0	411	411
Cork	Cork County Council	17761T	S N MHUIRE	ARAGLINN	CILL UIRD	CO CHORCAI		5850513	araglinschool@gmail.com	CATHOLIC	N	No Irish	N	40	37	77
Cork	Cork County Council	17763A	ROCKCHAPEL N S	ROCKCHAPEL NS	MALLOW	CO CORK		2969129	curtine@eircom.net	CATHOLIC	N	No Irish	N	18	20	38
Cork	Cork County Council	17765E	S N RE NA SCRINE	ROSCARBERY	CO CORK			238848000	rnsns@eircom.net	CATHOLIC	N	No Irish	N	13	9	22
Cork	Cork County Council	17790D	CURRAGHAGALLA N S	KILWORTH	CO CORK			2527449	curraghagallans@yahoo.ie	CATHOLIC	N	No Irish	N	22	12	34
